totalRent,livingSpace,noRooms,buildingAge,regio3
536.0,34.4,1.0,35.0,Hellersdorf
1750.0,106.0,3.0,116.0,Friedrichshain
649.0,56.91,3.0,30.0,Hellersdorf
1779.04,102.64,3.0,5.0,Tiergarten
1026.0,62.25,2.0,1.0,Marzahn
696.05,64.35,2.0,120.0,Reinickendorf
863.0,51.0,2.0,125.0,Lichtenberg
1290.0,44.0,1.5,115.0,Neukölln
1841.68,86.06,3.0,1.0,Tiergarten
682.0,64.06,2.0,120.0,Neukölln
1199.0,71.5,3.0,31.0,Tiergarten
1427.82,75.75,2.0,2.0,Mitte
1294.55,99.0,4.0,84.0,Steglitz
821.02,37.39,1.0,59.0,Kreuzberg
1450.0,55.0,2.0,47.0,Tempelhof
1527.0,124.8,4.0,27.0,Zehlendorf
1235.0,91.0,4.0,53.0,Reinickendorf
1325.0,65.0,2.0,1.0,Friedrichshain
4020.0,150.0,3.0,8.0,Tiergarten
1745.0,101.79,4.0,110.0,Pankow
985.0,77.0,2.5,53.0,Neukölln
699.0,21.8,1.0,2.0,Mitte
2569.0,142.24,4.5,0.0,Pankow
1051.0,74.76,3.0,24.0,Buchholz
1538.0,92.03,3.0,4.0,Köpenick
1455.0,131.75,3.0,116.0,Charlottenburg
1118.0,100.0,3.0,115.0,Pankow
2200.0,96.0,3.0,119.0,Wilmersdorf
3415.71,137.0,3.0,14.0,Tiergarten
719.0,60.0,2.0,23.0,Köpenick
950.0,36.94,1.0,157.0,Kreuzberg
1872.52,91.79,4.0,1.0,Tiergarten
850.0,54.34,2.0,64.0,Reinickendorf
910.0,33.55,1.0,34.0,Mitte
2075.0,154.0,5.0,109.0,Treptow
1275.9,94.04,4.0,28.0,Tempelhof
809.65,69.56,2.0,49.0,Charlottenburg
2299.0,153.0,4.0,23.0,Charlottenburg
1294.0,69.09,2.0,3.0,Wilmersdorf
2719.0,107.0,3.0,1.0,Tiergarten
3500.0,207.0,5.0,120.0,Wilmersdorf
1250.0,80.5,3.0,47.0,Wilmersdorf
695.0,60.0,2.0,47.0,Spandau
3629.86,168.23,4.0,4.0,Prenzlauer Berg
1540.0,104.0,3.0,87.0,Köpenick
1523.0,105.0,3.0,106.0,Zehlendorf
2950.0,156.33,4.0,120.0,Wilmersdorf
1154.0,74.76,2.0,128.0,Wedding
1540.0,93.0,3.0,100.0,Schöneberg
1700.0,117.7,3.0,1.0,Weißensee
2306.8,115.34,4.0,7.0,Mitte
1374.25,72.0,2.0,2.0,Neukölln
1295.0,75.0,2.0,0.0,Lichtenberg
762.41,53.34,2.0,120.0,Weißensee
900.78,66.88,2.0,24.0,Neukölln
2160.0,113.6,3.0,5.0,Mitte
3973.08,206.55,2.0,189.0,Mitte
1900.0,92.3,4.0,127.0,Kreuzberg
673.99,68.08,3.0,31.0,Hellersdorf
345.37,32.6,1.0,35.0,Hohenschönhausen
1780.86,89.0,3.0,1.0,Wilmersdorf
797.0,68.53,3.0,36.0,Neukölln
703.86,42.45,1.0,1.0,Köpenick
569.93,65.0,2.0,116.0,Spandau
2230.0,80.38,2.0,120.0,Wilmersdorf
1025.0,59.1,2.0,100.0,Tiergarten
5000.0,215.5,4.0,2.0,Tiergarten
975.0,37.5,1.0,120.0,Schöneberg
1513.39,75.67,2.0,2.0,Mitte
1270.18,62.88,2.0,120.0,Friedrichshain
1499.0,54.61,2.0,1.0,Lichtenberg
690.0,58.0,2.0,90.0,Wilmersdorf
2018.47,94.58,3.0,1.0,Tiergarten
447.26,41.0,1.0,43.0,Tempelhof
1690.0,107.13,3.0,81.0,Charlottenburg
4000.0,171.0,4.0,16.0,Charlottenburg
3815.0,179.0,5.0,2.0,Neukölln
1686.0,110.9,3.0,1.0,Marzahn
1270.0,70.43,2.0,70.0,Charlottenburg
723.3,57.91,2.0,2.0,Marzahn
482.65,35.23,1.0,32.0,Hellersdorf
980.0,54.04,2.0,48.0,Charlottenburg
596.81,55.13,2.0,38.0,Lichtenberg
1774.75,85.12,3.0,1.0,Tiergarten
1000.0,33.75,2.0,120.0,Neukölln
1238.16,93.63,3.0,30.0,Reinickendorf
1037.0,84.43,2.5,120.0,Reinickendorf
3500.0,125.0,3.0,4.0,Mitte
3360.0,260.0,5.0,117.0,Friedrichshain
1714.48,97.97,3.0,150.0,Prenzlauer Berg
1095.0,85.0,3.0,106.0,Reinickendorf
1214.0,118.66,4.0,108.0,Steglitz
935.0,60.74,2.0,1.0,Hohenschönhausen
686.3,58.33,2.0,94.0,Neukölln
1790.0,130.0,3.0,120.0,Pankow
1033.35,79.06,2.0,28.0,Wilmersdorf
780.0,57.83,2.0,120.0,Tempelhof
1290.0,56.0,2.0,2.0,Mitte
800.0,43.0,1.0,63.0,Charlottenburg
877.6,67.06,2.0,26.0,Pankow
1357.0,71.47,2.0,34.0,Wilmersdorf
549.0,47.0,1.0,23.0,Köpenick
842.08,67.82,2.0,41.0,Tempelhof
1430.0,98.0,3.0,51.0,Charlottenburg
719.5,45.01,1.5,90.0,Lichtenberg
1215.38,68.48,2.0,1.0,Zehlendorf
2320.0,95.31,2.0,15.0,Mitte
936.0,91.8,4.0,24.0,Weißensee
1520.0,97.0,3.0,34.0,Charlottenburg
799.0,60.0,2.0,29.0,Neukölln
660.0,60.0,2.0,120.0,Spandau
478.21,33.63,1.0,49.0,Steglitz
1295.0,83.59,3.0,22.0,Buchholz
1223.0,52.0,2.0,50.0,Mitte
781.09,69.4,3.0,31.0,Hellersdorf
1122.7,53.34,2.0,116.0,Prenzlauer Berg
2599.0,135.88,3.0,4.0,Prenzlauer Berg
478.67,36.03,1.0,38.0,Marzahn
702.0,54.5,3.0,35.0,Hellersdorf
1768.1,90.93,3.0,1.0,Friedrichshain
1598.0,102.0,3.0,120.0,Schöneberg
2180.0,77.54,2.0,61.0,Wilmersdorf
865.0,63.0,2.0,16.0,Tempelhof
2950.0,136.39,4.0,1.0,Friedrichshain
592.0,45.63,1.0,115.0,Treptow
1190.0,53.23,2.0,110.0,Neukölln
1720.0,145.0,4.0,42.0,Tiergarten
900.0,35.0,1.0,64.0,Kreuzberg
624.77,58.82,2.0,25.0,Marzahn
1635.54,72.18,2.0,4.0,Prenzlauer Berg
2154.75,115.81,3.0,120.0,Prenzlauer Berg
1205.0,99.0,2.0,128.0,Schöneberg
1000.0,39.92,1.0,120.0,Mitte
823.0,54.64,2.0,115.0,Neukölln
1238.88,78.67,3.0,4.0,Reinickendorf
653.56,63.0,2.0,120.0,Prenzlauer Berg
796.0,68.75,2.0,23.0,Wilmersdorf
1882.12,89.2,3.0,1.0,Tiergarten
1650.0,101.54,2.0,54.0,Charlottenburg
1730.0,99.7,3.0,103.0,Charlottenburg
1500.0,108.0,3.0,20.0,Treptow
785.76,49.84,2.0,112.0,Tempelhof
1093.15,66.76,2.0,4.0,Mitte
1889.69,83.43,3.0,1.0,Tiergarten
1047.75,54.57,2.0,120.0,Friedrichshain
1453.36,162.37,5.0,31.0,Spandau
2293.37,99.75,3.0,100.0,Prenzlauer Berg
2488.26,71.09,2.0,2.0,Mitte
846.65,65.31,2.5,56.0,Zehlendorf
1906.72,122.03,4.0,51.0,Zehlendorf
579.0,20.3,1.0,3.0,Weißensee
990.0,62.0,2.0,23.0,Köpenick
538.61,39.27,1.0,31.0,Hellersdorf
1671.0,97.42,3.0,6.0,Kreuzberg
2577.3,147.82,5.0,118.0,Charlottenburg
1460.0,66.0,2.0,90.0,Wedding
2280.0,126.15,3.0,28.0,Charlottenburg
829.0,81.0,3.0,52.0,Reinickendorf
1789.94,121.05,4.0,3.0,Köpenick
942.32,60.02,2.5,62.0,Kreuzberg
955.0,70.48,2.0,110.0,Weißensee
2550.0,122.02,4.0,120.0,Prenzlauer Berg
796.0,65.0,3.0,20.0,Köpenick
1180.0,46.0,2.0,2.0,Charlottenburg
414.39,27.59,1.0,47.0,Reinickendorf
1458.0,98.0,2.5,2.0,Reinickendorf
1250.0,54.0,2.0,63.0,Friedrichshain
531.79,40.84,1.5,43.0,Spandau
899.0,66.0,2.0,120.0,Wedding
941.11,75.67,2.0,22.0,Hohenschönhausen
1563.75,75.91,2.0,3.0,Mitte
2115.0,87.0,2.0,1.0,Tiergarten
544.0,37.03,1.0,36.0,Hohenschönhausen
1960.0,77.15,2.0,8.0,Wilmersdorf
4475.0,209.0,4.0,14.0,Mitte
2601.89,135.0,5.0,2.0,Mitte
899.0,58.0,2.0,120.0,Hohenschönhausen
637.69,54.55,1.0,25.0,Lichtenberg
682.0,21.0,1.0,3.0,Prenzlauer Berg
720.0,60.0,3.0,52.0,Tempelhof
923.55,59.35,2.0,60.0,Kreuzberg
1197.0,72.95,2.0,95.0,Wedding
810.0,70.74,3.0,36.0,Hohenschönhausen
1239.0,99.0,3.0,105.0,Reinickendorf
1134.0,48.0,2.0,28.0,Wedding
19600.0,565.0,12.0,3.0,Mitte
2280.25,101.5,2.0,1.0,Neukölln
900.0,45.9,2.0,1.0,Köpenick
855.0,81.34,3.0,23.0,Lichtenberg
1520.0,76.0,2.0,2.0,Mitte
720.0,58.0,2.0,120.0,Tempelhof
2250.0,104.0,3.0,92.0,Charlottenburg
1340.0,80.0,2.5,110.0,Spandau
1297.2,65.2,2.0,2.0,Neukölln
737.5,54.46,1.5,24.0,Steglitz
1796.75,95.0,3.0,2.0,Neukölln
1839.78,81.95,3.0,1.0,Tiergarten
2498.0,113.41,4.0,2.0,Schöneberg
1240.0,53.0,2.0,1.0,Tiergarten
1093.12,48.04,2.0,4.0,Prenzlauer Berg
1789.0,102.0,3.0,125.0,Lichtenberg
1440.0,86.0,3.0,27.0,Steglitz
771.0,69.93,3.0,35.0,Hellersdorf
1720.06,101.18,3.0,150.0,Prenzlauer Berg
2320.0,125.0,2.0,17.0,Mitte
1300.0,70.0,2.5,58.0,Reinickendorf
1133.18,59.02,2.0,120.0,Friedrichshain
1225.0,79.77,3.0,1.0,Buchholz
710.0,50.0,2.0,16.0,Lichtenberg
934.75,74.84,3.0,2.0,Marzahn
1410.0,47.0,2.0,54.0,Wilmersdorf
1166.1,54.88,2.0,1.0,Tiergarten
542.0,45.62,2.0,34.0,Hohenschönhausen
1430.0,72.0,2.0,2.0,Schöneberg
2682.98,193.75,4.0,120.0,Zehlendorf
1399.0,93.27,3.0,102.0,Kreuzberg
1216.0,76.0,2.0,84.0,Zehlendorf
615.1,47.66,1.5,36.0,Steglitz
619.0,37.8,1.0,100.0,Schöneberg
4900.0,174.49,4.0,13.0,Mitte
980.0,36.0,1.0,56.0,Steglitz
4097.2,159.0,3.0,25.0,Tiergarten
1405.0,68.4,3.0,2.0,Neukölln
527.86,40.26,1.0,44.0,Kreuzberg
2935.62,124.95,3.0,5.0,Mitte
1297.0,65.0,2.0,1.0,Tiergarten
1150.0,96.59,3.0,22.0,Buchholz
1083.0,58.0,2.0,133.0,Tiergarten
850.0,52.11,2.0,1.0,Lichtenberg
1225.0,80.08,3.0,1.0,Buchholz
518.62,61.5,3.0,40.0,Lichtenberg
840.0,63.63,2.0,25.0,Pankow
1294.0,107.39,3.0,107.0,Neukölln
2155.0,136.67,4.0,116.0,Wedding
1100.0,55.0,1.0,43.0,Tiergarten
1280.0,76.0,3.0,25.0,Buchholz
1775.0,93.61,3.0,1.0,Charlottenburg
1110.0,75.0,3.0,92.0,Wilmersdorf
1040.31,81.99,2.0,1.0,Reinickendorf
1230.0,81.5,3.0,11.0,Hellersdorf
779.0,40.8,2.0,48.0,Wilmersdorf
749.74,66.1,2.0,54.0,Spandau
3144.4,139.44,3.0,5.0,Mitte
914.04,67.62,2.0,24.0,Neukölln
590.0,31.9,1.0,110.0,Neukölln
1450.0,65.0,2.0,90.0,Wilmersdorf
1934.0,98.15,3.0,2.0,Mitte
628.0,26.13,1.0,1.0,Weißensee
4884.0,178.08,4.0,1.0,Kreuzberg
2005.0,135.58,4.0,3.0,Weißensee
2400.0,148.27,4.0,3.0,Prenzlauer Berg
995.7,85.12,3.0,120.0,Pankow
1640.0,98.72,2.0,0.0,Charlottenburg
1240.0,64.14,2.0,120.0,Prenzlauer Berg
1879.0,83.32,3.0,1.0,Kreuzberg
3530.0,156.92,2.5,19.0,Mitte
690.0,55.98,2.0,35.0,Hellersdorf
1296.68,92.62,3.5,1.0,Weißensee
910.0,71.0,1.5,105.0,Köpenick
719.0,60.0,2.0,23.0,Köpenick
1847.8,92.8,3.0,2.0,Neukölln
710.77,55.86,2.0,56.0,Spandau
998.0,80.0,3.0,85.0,Hellersdorf
2967.2,148.0,3.0,2.0,Mitte
1799.0,116.0,3.0,115.0,Pankow
1960.0,48.0,2.0,48.0,Mitte
5400.0,210.0,6.0,11.0,Mitte
667.16,56.0,2.0,89.0,Reinickendorf
585.08,54.59,2.0,65.0,Köpenick
2145.0,127.0,4.0,1.0,Weißensee
2004.64,114.26,3.5,114.0,Tiergarten
1100.0,77.0,2.5,85.0,Spandau
1252.0,84.55,3.0,25.0,Reinickendorf
1150.0,81.3,2.0,40.0,Lichtenberg
999.0,59.18,2.0,101.0,Köpenick
694.9,57.25,2.0,59.0,Spandau
485.39,38.99,1.0,65.0,Spandau
796.0,26.0,1.0,6.0,Mitte
453.0,39.0,1.0,43.0,Spandau
2179.0,101.01,3.0,3.0,Mitte
841.0,50.4,1.0,27.0,Neukölln
933.0,70.74,3.0,41.0,Lichtenberg
1675.0,100.79,3.0,102.0,Wilmersdorf
735.5,45.0,2.0,120.0,Prenzlauer Berg
1273.0,97.0,4.5,27.0,Zehlendorf
2378.86,105.0,4.0,110.0,Mitte
1995.0,128.92,4.0,114.0,Treptow
3500.0,121.0,3.0,7.0,Wilmersdorf
900.0,45.91,1.0,44.0,Tiergarten
568.79,50.42,2.0,60.0,Köpenick
848.96,75.13,3.0,2.0,Marzahn
1670.0,105.13,3.0,2.0,Schöneberg
1575.0,76.0,2.0,120.0,Kreuzberg
720.0,36.95,1.0,1.0,Lichtenberg
1500.0,102.0,3.0,50.0,Zehlendorf
928.0,60.34,2.0,110.0,Wedding
726.64,52.3,2.0,105.0,Schöneberg
372.81,36.5,1.0,39.0,Pankow
1615.0,125.0,3.0,120.0,Köpenick
418.12,32.16,1.0,61.0,Spandau
4649.01,209.8,4.0,5.0,Mitte
652.25,26.09,1.0,2.0,Lichtenberg
1103.0,76.08,3.0,24.0,Buchholz
3146.0,142.0,3.0,3.0,Prenzlauer Berg
1400.0,62.45,3.0,90.0,Prenzlauer Berg
854.0,54.94,2.0,1.0,Marzahn
4082.0,199.07,4.0,110.0,Zehlendorf
1350.0,85.0,1.5,70.0,Steglitz
962.66,98.75,4.0,38.0,Steglitz
1650.0,70.78,2.0,1.0,Friedrichshain
1934.0,185.0,5.0,40.0,Reinickendorf
850.0,68.25,2.0,115.0,Wedding
780.0,41.03,1.0,60.0,Tiergarten
1326.61,65.35,2.0,1.0,Tiergarten
824.0,53.07,2.0,1.0,Marzahn
900.26,73.08,2.0,25.0,Köpenick
529.0,43.0,1.0,44.0,Tempelhof
754.0,60.5,2.0,54.0,Lichtenberg
2409.0,110.83,3.0,6.0,Mitte
671.74,79.5,4.0,34.0,Hohenschönhausen
1010.0,51.0,1.0,24.0,Mitte
2521.0,153.0,4.0,125.0,Lichtenberg
3732.64,182.0,3.0,1.0,Prenzlauer Berg
653.87,56.48,2.0,32.0,Hellersdorf
748.54,75.0,2.0,42.0,Tempelhof
1009.0,49.95,2.0,120.0,Friedrichshain
1294.0,42.52,2.0,114.0,Prenzlauer Berg
1098.0,74.29,3.0,26.0,Pankow
1607.97,100.69,4.0,47.0,Mitte
899.0,71.87,2.5,93.0,Spandau
585.56,63.54,2.0,43.0,Spandau
1000.0,56.15,2.0,120.0,Charlottenburg
2150.0,111.87,3.0,112.0,Charlottenburg
495.97,31.23,1.0,63.0,Schöneberg
1330.0,65.0,2.0,2.0,Tempelhof
4875.0,195.0,3.0,10.0,Kreuzberg
1074.82,115.51,4.0,37.0,Charlottenburg
1370.0,97.0,2.0,102.0,Charlottenburg
1126.0,64.0,3.0,155.0,Tiergarten
799.0,56.0,2.0,2.0,Spandau
950.0,42.69,2.0,90.0,Weißensee
1670.0,131.0,4.0,23.0,Köpenick
708.87,52.92,2.0,90.0,Zehlendorf
965.0,84.0,3.0,124.0,Spandau
897.53,87.67,2.0,120.0,Tempelhof
2400.0,140.16,4.0,110.0,Tiergarten
456.95,34.45,1.0,45.0,Lichtenberg
1970.0,119.42,4.0,114.0,Neukölln
775.2,57.0,2.0,1.0,Hohenschönhausen
1351.0,83.14,3.0,6.0,Köpenick
1700.0,90.0,3.0,22.0,Steglitz
1906.14,112.99,3.0,103.0,Neukölln
883.63,88.94,3.0,40.0,Marzahn
1413.6,62.0,2.0,6.0,Friedrichshain
1080.0,72.0,3.0,59.0,Tempelhof
1029.0,69.0,2.0,4.0,Hellersdorf
2195.0,130.0,4.0,110.0,Schöneberg
1489.0,73.41,2.0,119.0,Prenzlauer Berg
576.0,57.32,2.0,23.0,Köpenick
955.36,76.49,3.0,2.0,Marzahn
1150.0,73.5,2.0,110.0,Tempelhof
630.0,45.5,1.5,84.0,Treptow
1677.5,85.2,3.0,6.0,Mitte
2475.0,150.0,3.0,59.0,Wilmersdorf
1920.0,125.0,4.0,110.0,Tiergarten
2202.05,104.35,3.0,4.0,Prenzlauer Berg
985.0,61.49,2.0,110.0,Reinickendorf
1495.0,88.0,3.0,1.0,Köpenick
937.0,58.71,2.0,28.0,Tempelhof
789.45,64.25,2.0,23.0,Pankow
750.0,67.2,2.0,120.0,Tiergarten
999.0,79.88,3.0,55.0,Reinickendorf
1200.0,55.0,1.0,6.0,Mitte
646.0,42.53,1.5,21.0,Hellersdorf
2179.64,102.95,2.0,1.0,Zehlendorf
649.37,39.19,1.5,101.0,Weißensee
862.84,68.48,2.0,4.0,Hohenschönhausen
571.03,58.6,3.0,53.0,Köpenick
1108.77,89.9,3.0,23.0,Pankow
699.0,45.21,2.0,55.0,Charlottenburg
761.0,54.0,2.0,116.0,Schöneberg
2500.0,200.0,6.0,18.0,Köpenick
1480.0,75.0,1.0,81.0,Steglitz
1703.81,88.74,3.0,120.0,Friedrichshain
1980.0,98.95,3.0,1.0,Friedrichshain
4300.0,152.5,3.0,17.0,Tiergarten
820.0,36.5,1.0,120.0,Pankow
1189.05,77.97,2.0,110.0,Prenzlauer Berg
787.57,75.57,3.0,25.0,Marzahn
5053.11,254.43,7.0,4.0,Prenzlauer Berg
689.0,38.93,1.0,52.0,Steglitz
1207.0,69.69,3.0,120.0,Steglitz
616.06,55.0,2.0,90.0,Hohenschönhausen
745.0,35.0,2.0,6.0,Reinickendorf
645.0,57.15,2.0,37.0,Marzahn
1225.0,77.5,2.0,120.0,Prenzlauer Berg
2099.0,99.92,3.5,1.0,Reinickendorf
2030.0,139.0,5.0,8.0,Pankow
2226.38,90.78,2.0,2.0,Friedrichshain
935.1,80.9,2.0,110.0,Steglitz
1070.0,45.61,1.5,115.0,Neukölln
815.0,44.62,2.0,1.0,Köpenick
1180.0,71.43,3.0,61.0,Wilmersdorf
978.0,45.0,1.5,108.0,Tiergarten
1286.0,63.0,2.0,1.0,Tempelhof
1961.87,88.56,3.0,4.0,Charlottenburg
415.0,31.18,1.0,49.0,Tempelhof
679.0,41.0,2.0,48.0,Spandau
898.0,74.27,3.0,23.0,Hellersdorf
773.6,27.0,1.0,1.0,Neukölln
760.22,51.74,1.5,24.0,Neukölln
668.0,66.97,3.0,65.0,Tempelhof
659.0,62.0,2.0,48.0,Spandau
1274.0,93.22,2.0,100.0,Prenzlauer Berg
880.0,70.0,2.0,122.0,Treptow
1783.08,68.58,2.0,105.0,Mitte
782.68,84.3,3.0,42.0,Tempelhof
770.0,35.0,1.5,23.0,Mitte
875.0,73.0,3.0,110.0,Treptow
1394.0,90.0,2.0,127.0,Marzahn
877.0,68.5,4.0,35.0,Hellersdorf
1098.0,68.07,2.0,102.0,Weißensee
499.0,41.25,2.0,2.0,Lichtenberg
942.73,73.08,3.0,1.0,Hohenschönhausen
685.2,69.4,3.0,32.0,Hellersdorf
2525.1,119.21,4.0,1.0,Zehlendorf
1326.61,65.35,2.0,1.0,Tiergarten
929.0,53.79,2.0,110.0,Treptow
900.0,39.0,1.0,110.0,Prenzlauer Berg
1821.5,129.0,3.0,114.0,Wedding
1211.0,81.65,3.0,29.0,Tempelhof
991.88,74.86,3.0,33.0,Kreuzberg
744.87,64.0,2.0,27.0,Zehlendorf
570.0,48.0,2.0,59.0,Tempelhof
1135.0,97.0,2.0,24.0,Reinickendorf
2115.0,116.73,4.0,114.0,Friedrichshain
1899.0,113.0,3.0,23.0,Mitte
2120.0,91.2,3.5,114.0,Mitte
2094.0,107.15,4.0,2.0,Tiergarten
1029.0,73.75,3.0,2.0,Spandau
1410.0,91.88,3.0,30.0,Schöneberg
695.19,66.78,3.0,31.0,Köpenick
970.0,74.19,3.0,24.0,Buchholz
2229.0,142.0,3.0,114.0,Charlottenburg
1311.0,65.55,2.0,106.0,Mitte
958.79,83.38,3.0,54.0,Spandau
1368.0,68.6,2.0,6.0,Friedrichshain
1689.22,96.29,2.0,124.0,Tiergarten
680.0,45.18,1.5,24.0,Weißensee
1486.77,113.61,4.0,23.0,Hohenschönhausen
818.0,72.99,4.0,30.0,Hellersdorf
579.0,35.0,1.0,64.0,Tiergarten
887.0,61.13,3.0,4.0,Köpenick
699.2,72.82,2.0,40.0,Wedding
1990.0,84.18,3.0,1.0,Wilmersdorf
759.24,68.4,3.0,31.0,Hellersdorf
930.0,60.0,2.0,120.0,Treptow
895.0,74.0,3.0,23.0,Köpenick
840.89,81.62,2.5,117.0,Spandau
2998.0,128.0,3.0,2.0,Neukölln
836.0,71.41,2.0,95.0,Steglitz
939.24,59.77,2.0,53.0,Tempelhof
935.0,81.6,3.0,66.0,Treptow
1390.0,65.0,2.0,2.0,Tiergarten
812.0,48.0,2.0,125.0,Lichtenberg
990.0,58.0,2.0,49.0,Charlottenburg
2080.0,112.81,4.0,5.0,Friedrichshain
1800.0,90.0,3.0,114.0,Wilmersdorf
1350.0,75.13,2.0,120.0,Kreuzberg
670.0,35.0,1.0,120.0,Charlottenburg
647.03,57.0,2.0,50.0,Zehlendorf
2860.0,103.35,3.0,1.0,Kreuzberg
1299.0,79.3,3.0,1.0,Marzahn
1434.94,64.06,2.0,2.0,Kreuzberg
2021.5,82.51,2.0,5.0,Mitte
812.33,86.18,4.0,32.0,Hellersdorf
1750.0,108.0,4.0,33.0,Schöneberg
1450.0,62.93,3.0,84.0,Prenzlauer Berg
960.0,70.19,2.0,1.0,Tempelhof
2248.0,180.41,6.0,30.0,Steglitz
1085.0,74.0,2.5,85.0,Spandau
761.0,68.4,3.0,116.0,Köpenick
1117.0,77.0,3.0,115.0,Tiergarten
3502.0,227.04,7.0,88.0,Charlottenburg
2163.0,118.3,3.0,1.0,Neukölln
545.44,60.8,2.0,35.0,Marzahn
1780.0,60.0,2.0,2.0,Tiergarten
1040.65,82.34,3.0,23.0,Neukölln
715.88,58.51,2.5,65.0,Spandau
699.98,69.48,3.0,33.0,Hellersdorf
1800.0,110.0,3.0,82.0,Wilmersdorf
4940.0,204.0,5.0,120.0,Charlottenburg
1202.0,80.0,2.0,30.0,Steglitz
690.0,55.0,2.0,94.0,Reinickendorf
1075.75,67.75,2.0,120.0,Neukölln
1161.0,60.0,2.0,2.0,Tiergarten
1900.0,74.2,2.0,3.0,Mitte
920.0,33.38,1.0,24.0,Mitte
1108.0,69.3,2.0,1.0,Marzahn
749.39,68.98,2.5,30.0,Hellersdorf
1710.0,82.0,3.0,4.0,Mitte
898.0,67.18,2.0,28.0,Reinickendorf
772.0,73.82,2.0,110.0,Köpenick
1067.48,92.47,3.0,25.0,Tempelhof
1350.0,100.0,3.0,120.0,Köpenick
1699.0,122.0,3.0,6.0,Treptow
1025.0,37.0,1.0,61.0,Wilmersdorf
1199.0,85.0,2.0,49.0,Charlottenburg
930.0,39.78,1.0,1.0,Friedrichshain
1824.0,110.0,5.0,120.0,Pankow
1999.0,98.83,3.0,4.0,Mitte
6849.0,291.0,6.0,17.0,Mitte
1239.59,86.37,2.0,30.0,Reinickendorf
722.0,52.65,1.1,25.0,Spandau
762.25,59.7,2.5,90.0,Reinickendorf
1660.0,106.16,4.0,3.0,Steglitz
5700.0,231.0,6.0,28.0,Wilmersdorf
576.2,55.52,2.0,38.0,Marzahn
795.0,48.09,1.5,23.0,Friedrichshain
594.32,51.5,2.0,90.0,Hohenschönhausen
1299.0,91.0,3.5,26.0,Reinickendorf
697.0,60.48,2.0,23.0,Spandau
2820.0,133.0,3.0,3.0,Kreuzberg
939.0,77.95,3.0,24.0,Treptow
2280.0,73.0,3.0,2.0,Tiergarten
660.43,49.27,1.5,92.0,Reinickendorf
1374.2,88.0,3.0,101.0,Hellersdorf
3171.0,122.0,2.0,1.0,Tiergarten
1333.0,66.65,2.0,106.0,Mitte
1197.0,72.95,2.0,95.0,Wedding
876.77,70.41,2.5,46.0,Spandau
730.07,67.97,3.0,43.0,Lichtenberg
2123.0,105.0,3.0,3.0,Friedrichshain
1719.0,140.0,4.0,115.0,Wedding
899.9,77.94,2.5,94.0,Spandau
1525.0,116.3,4.0,110.0,Spandau
499.96,38.99,1.0,65.0,Spandau
1997.0,156.0,4.0,112.0,Pankow
682.65,44.05,1.5,25.0,Köpenick
1998.0,88.0,3.0,2.0,Wilmersdorf
1293.0,76.77,3.0,30.0,Neukölln
759.0,68.54,3.0,35.0,Hellersdorf
990.0,46.03,2.0,60.0,Wilmersdorf
449.64,39.55,1.0,33.0,Hellersdorf
2225.0,106.0,3.0,1.0,Weißensee
1362.8,100.0,2.0,115.0,Reinickendorf
1006.08,67.08,2.0,0.0,Lichtenberg
1050.0,50.0,1.5,119.0,Neukölln
814.0,56.77,2.0,115.0,Wedding
551.0,40.95,1.0,35.0,Hellersdorf
1625.0,95.0,3.0,52.0,Steglitz
549.68,42.76,2.0,81.0,Lichtenberg
2266.0,162.56,5.0,11.0,Zehlendorf
1300.0,63.2,2.0,2.0,Wedding
440.57,36.6,1.0,123.0,Pankow
1028.39,59.14,2.0,5.0,Tiergarten
777.6,68.98,3.0,30.0,Hellersdorf
4682.5,284.0,6.0,120.0,Friedrichshain
1997.0,111.37,3.0,3.0,Friedrichshain
438.87,39.61,1.0,43.0,Neukölln
1558.8,94.0,3.0,150.0,Köpenick
2300.0,104.0,3.0,1.0,Zehlendorf
739.57,62.55,2.0,59.0,Spandau
518.91,36.03,1.0,38.0,Marzahn
658.0,56.0,2.0,120.0,Weißensee
1053.0,77.0,3.0,2.0,Lichtenberg
1712.0,73.0,2.0,118.0,Prenzlauer Berg
1871.0,108.0,3.0,109.0,Charlottenburg
1535.3,88.29,4.0,0.0,Lichtenberg
1027.34,80.55,4.0,21.0,Spandau
1209.45,103.31,3.0,112.0,Wedding
986.0,76.9,3.0,120.0,Spandau
699.0,72.78,2.0,21.0,Hellersdorf
938.66,69.53,2.0,120.0,Friedrichshain
763.05,28.9,1.0,3.0,Treptow
709.0,45.85,1.0,109.0,Reinickendorf
1949.0,111.78,4.0,120.0,Tiergarten
1517.0,89.66,3.0,22.0,Wedding
1720.0,116.35,3.0,2.0,Köpenick
2254.0,94.0,3.0,4.0,Mitte
429.2,29.48,1.0,38.0,Marzahn
2265.47,133.42,3.0,103.0,Neukölln
1500.0,77.0,3.0,2.0,Tiergarten
1170.0,92.0,3.0,121.0,Pankow
760.0,30.38,1.0,2.0,Wedding
1257.25,66.0,2.0,2.0,Neukölln
2900.0,100.0,3.0,1.0,Wilmersdorf
1127.0,101.7,3.0,120.0,Spandau
1428.0,90.0,3.0,113.0,Zehlendorf
1550.0,55.0,1.0,61.0,Wilmersdorf
777.5,65.0,2.0,7.0,Köpenick
1147.0,79.0,3.0,115.0,Friedrichshain
