totalRent,livingSpace,noRooms,buildingAge,regio3
895.0,57.84,2.0,24.0,Buchholz
1050.0,101.0,3.0,105.0,Spandau
725.21,62.01,3.0,57.0,Tempelhof
754.22,62.0,2.0,102.0,Tempelhof
1518.0,62.0,2.0,5.0,Mitte
745.0,39.2,1.0,7.0,Hohenschönhausen
1995.0,111.0,4.0,23.0,Steglitz
796.26,70.48,2.0,90.0,Spandau
3349.0,145.0,4.0,120.0,Mitte
2231.61,100.75,3.0,1.0,Tiergarten
699.61,49.6,2.0,91.0,Charlottenburg
2147.17,104.74,3.0,2.0,Mitte
1070.9,88.63,4.0,64.0,Steglitz
1449.0,54.61,2.0,1.0,Lichtenberg
719.0,38.04,1.0,55.0,Wilmersdorf
813.0,62.31,3.0,124.0,Pankow
2542.7,114.15,3.0,1.0,Tiergarten
747.0,34.07,1.0,4.0,Mitte
1258.0,53.0,2.0,1.0,Mitte
868.67,85.2,3.0,37.0,Lichtenberg
900.0,70.0,2.0,60.0,Wedding
1231.87,77.0,3.0,0.0,Lichtenberg
491.75,56.9,2.0,57.0,Spandau
2334.0,134.0,3.0,11.0,Friedrichshain
1200.0,83.24,3.0,115.0,Reinickendorf
759.0,22.0,1.0,1.0,Neukölln
1164.0,69.87,2.0,52.0,Kreuzberg
945.0,93.47,4.0,26.0,Köpenick
1320.73,68.17,2.0,0.0,Lichtenberg
750.0,53.0,2.0,67.0,Reinickendorf
764.0,54.82,1.0,120.0,Tempelhof
1955.0,175.0,4.0,110.0,Wedding
1270.0,70.12,3.0,35.0,Friedrichshain
1395.0,80.66,2.5,110.0,Prenzlauer Berg
2606.23,121.22,3.0,2.0,Tiergarten
1617.0,88.4,3.0,65.0,Charlottenburg
537.0,32.52,1.0,61.0,Reinickendorf
1075.0,64.0,2.0,113.0,Steglitz
1794.44,90.92,3.0,110.0,Friedrichshain
899.48,66.94,2.0,26.0,Pankow
721.2,49.6,1.5,91.0,Wilmersdorf
1204.7,84.93,3.0,49.0,Wedding
2528.12,120.72,3.0,1.0,Tiergarten
980.0,61.31,2.0,1.0,Treptow
590.0,42.0,1.0,53.0,Wedding
2244.22,104.14,4.0,1.0,Tiergarten
896.49,77.49,2.0,28.0,Steglitz
1145.0,69.5,2.0,1.0,Marzahn
729.07,58.38,2.0,42.0,Tempelhof
858.75,68.69,2.0,108.0,Hellersdorf
738.63,68.0,2.0,51.0,Charlottenburg
1843.0,71.0,3.0,93.0,Charlottenburg
1150.0,96.59,3.0,22.0,Buchholz
1049.0,81.0,3.0,42.0,Neukölln
1060.0,35.45,1.0,1.0,Mitte
2770.0,139.0,4.0,1.0,Reinickendorf
2971.0,123.27,3.0,28.0,Wilmersdorf
823.85,66.98,2.0,28.0,Tempelhof
1670.0,99.0,3.0,7.0,Friedrichshain
1300.0,60.2,2.0,1.0,Mitte
1370.5,71.38,2.0,120.0,Friedrichshain
609.61,39.32,1.0,120.0,Lichtenberg
1643.33,94.99,3.0,68.0,Treptow
690.0,58.0,2.0,90.0,Wilmersdorf
1850.0,100.0,3.0,3.0,Tiergarten
2444.18,108.63,3.0,2.0,Charlottenburg
692.0,43.85,2.0,35.0,Hellersdorf
500.0,41.0,1.0,20.0,Treptow
1780.0,60.0,2.0,2.0,Tiergarten
1545.0,76.21,2.0,2.0,Friedrichshain
2268.0,72.0,3.0,21.0,Tiergarten
513.75,41.77,1.5,60.0,Spandau
1299.0,88.29,2.0,116.0,Friedrichshain
943.5,71.39,3.0,72.0,Hohenschönhausen
2500.0,220.0,4.0,22.0,Neukölln
961.69,53.0,2.0,120.0,Neukölln
1692.0,109.61,4.0,5.0,Lichtenberg
1426.95,66.68,2.0,1.0,Tiergarten
846.1,47.1,2.0,57.0,Kreuzberg
643.0,46.0,2.0,14.0,Treptow
6930.0,420.0,10.0,109.0,Charlottenburg
1250.0,87.14,4.0,92.0,Köpenick
929.0,73.0,3.0,47.0,Neukölln
815.0,57.0,1.0,108.0,Steglitz
1534.62,93.01,3.0,56.0,Kreuzberg
820.0,62.54,2.0,108.0,Köpenick
1520.55,130.9,3.0,110.0,Lichtenberg
676.0,58.75,2.0,40.0,Neukölln
1160.72,75.33,3.0,1.0,Köpenick
5150.0,225.0,4.0,6.0,Charlottenburg
1349.0,101.29,3.0,2.0,Treptow
884.9,84.72,3.0,45.0,Reinickendorf
2162.4,68.0,2.0,3.0,Tiergarten
3953.67,141.0,4.0,114.0,Wilmersdorf
950.0,78.76,3.0,25.0,Spandau
4747.6,110.41,3.0,2.0,Mitte
996.0,48.74,2.0,0.0,Spandau
1325.0,50.21,2.0,4.0,Mitte
798.0,69.06,3.0,35.0,Hellersdorf
869.12,59.24,2.0,1.0,Köpenick
890.0,39.0,1.0,2.0,Tiergarten
959.0,56.35,2.0,24.0,Charlottenburg
850.0,43.0,1.0,6.0,Mitte
1329.07,78.0,3.5,1.0,Pankow
1012.5,75.0,2.0,88.0,Köpenick
2250.0,104.0,4.0,1.0,Prenzlauer Berg
1650.0,101.54,2.0,54.0,Charlottenburg
647.1,62.25,2.0,55.0,Spandau
765.0,65.0,2.0,123.0,Reinickendorf
1200.0,60.34,2.0,120.0,Wedding
7224.0,420.0,10.0,109.0,Charlottenburg
1880.0,91.0,4.0,2.0,Tiergarten
585.0,37.17,1.0,36.0,Lichtenberg
1399.0,71.0,2.0,120.0,Neukölln
760.0,37.0,1.0,110.0,Tiergarten
1599.0,78.0,2.0,116.0,Charlottenburg
1750.0,75.0,3.0,45.0,Mitte
884.0,69.57,3.0,23.0,Hellersdorf
559.0,35.05,1.0,90.0,Steglitz
787.5,33.0,1.5,2.0,Treptow
993.0,73.05,2.0,2.0,Köpenick
1460.0,53.6,2.0,1.0,Mitte
1065.88,48.23,2.0,5.0,Prenzlauer Berg
1175.0,71.63,2.0,1.0,Buchholz
618.3,68.0,3.0,47.0,Hohenschönhausen
1300.0,36.75,1.0,1.0,Charlottenburg
484.54,38.03,1.0,56.0,Spandau
1119.33,8.65,3.0,22.0,Hohenschönhausen
2110.0,104.4,3.0,134.0,Mitte
1171.0,105.55,3.0,120.0,Reinickendorf
1021.0,66.59,2.0,1.0,Tempelhof
2155.99,116.54,4.0,150.0,Prenzlauer Berg
442.0,30.12,1.0,64.0,Wilmersdorf
1436.18,72.17,2.0,2.0,Schöneberg
2357.0,108.0,3.0,133.0,Neukölln
1431.5,85.6,3.5,61.0,Wilmersdorf
518.62,61.5,3.0,40.0,Lichtenberg
995.0,40.8,1.0,1.0,Köpenick
1050.0,64.3,2.0,1.0,Weißensee
577.0,45.59,1.0,120.0,Reinickendorf
874.0,57.92,2.0,1.0,Marzahn
1927.5,95.0,3.0,2.0,Friedrichshain
1341.0,94.0,3.0,117.0,Neukölln
1050.0,80.9,3.0,23.0,Hohenschönhausen
800.0,29.01,1.0,103.0,Neukölln
359.25,32.0,1.0,62.0,Schöneberg
795.0,61.95,2.0,61.0,Charlottenburg
780.0,46.8,2.0,110.0,Charlottenburg
1435.1,82.34,2.0,1.0,Spandau
1591.0,110.0,3.0,120.0,Prenzlauer Berg
2452.12,87.6,4.0,2.0,Mitte
634.0,35.31,1.0,52.0,Steglitz
1500.0,60.0,2.0,14.0,Mitte
1150.0,80.0,3.0,110.0,Reinickendorf
3450.0,150.0,4.0,2.0,Neukölln
422.16,33.8,1.0,0.0,Marzahn
1516.97,90.95,3.0,116.0,Prenzlauer Berg
1014.0,84.77,3.0,23.0,Hellersdorf
416.53,36.22,1.0,1.0,Marzahn
1340.0,89.0,3.0,146.0,Wedding
965.0,75.25,3.0,24.0,Weißensee
548.96,56.46,2.0,86.0,Hohenschönhausen
2942.0,131.0,4.0,1.0,Tiergarten
1320.0,64.02,2.0,1.0,Mitte
600.01,62.0,2.0,116.0,Spandau
6855.24,287.0,5.0,15.0,Mitte
1094.0,85.2,2.0,51.0,Charlottenburg
1209.44,53.48,1.5,4.0,Prenzlauer Berg
1750.0,62.0,2.0,120.0,Prenzlauer Berg
641.91,58.8,3.0,59.0,Köpenick
789.0,61.0,2.0,116.0,Spandau
2695.0,119.0,3.0,1.0,Zehlendorf
1533.0,70.0,2.0,1.0,Mitte
899.0,67.0,2.0,23.0,Pankow
875.28,85.77,2.0,38.0,Spandau
850.0,19.94,1.0,120.0,Prenzlauer Berg
780.0,51.5,2.0,110.0,Treptow
1150.0,55.29,2.0,62.0,Mitte
1876.78,91.55,2.0,106.0,Mitte
541.92,60.0,2.0,51.0,Spandau
1360.61,63.49,2.0,1.0,Tiergarten
1448.0,98.27,3.0,102.0,Weißensee
893.0,71.14,2.0,25.0,Köpenick
760.0,66.48,2.0,24.0,Köpenick
760.29,64.7,3.0,33.0,Lichtenberg
1480.0,98.0,4.0,1.0,Köpenick
1327.99,64.78,2.0,1.0,Tiergarten
1639.84,80.98,2.0,2.0,Charlottenburg
5290.8,280.0,5.0,120.0,Charlottenburg
1780.0,81.83,3.0,110.0,Friedrichshain
1364.39,76.46,2.0,27.0,Steglitz
680.79,58.08,2.5,70.0,Spandau
971.57,88.0,3.0,44.0,Tempelhof
948.1,75.31,2.0,24.0,Köpenick
1522.0,104.0,3.0,109.0,Wilmersdorf
777.56,24.26,1.0,1.0,Tiergarten
658.0,47.63,2.0,36.0,Hohenschönhausen
1344.38,59.34,2.0,4.0,Charlottenburg
3925.0,138.0,4.0,4.0,Mitte
2518.0,123.97,4.0,108.0,Wilmersdorf
523.35,43.0,1.0,42.0,Tempelhof
593.0,36.08,1.0,112.0,Friedrichshain
541.95,62.5,2.0,50.0,Lichtenberg
3270.0,267.0,8.0,109.0,Schöneberg
623.29,58.74,2.0,46.0,Spandau
4500.0,230.0,3.0,133.0,Tiergarten
2944.0,234.0,7.0,110.0,Wilmersdorf
1349.0,109.36,4.0,24.0,Treptow
1051.0,64.85,2.0,95.0,Wedding
403.25,34.0,1.0,62.0,Wilmersdorf
1310.67,65.61,2.0,4.0,Charlottenburg
1180.09,78.7,3.0,0.0,Lichtenberg
406.5,30.0,1.0,26.0,Reinickendorf
865.0,48.0,1.0,126.0,Steglitz
560.6,33.0,1.0,57.0,Steglitz
1180.0,46.0,2.0,2.0,Charlottenburg
1750.0,95.4,3.0,115.0,Charlottenburg
831.0,63.2,2.0,102.0,Steglitz
2595.86,100.42,3.0,1.0,Schöneberg
999.0,77.8,2.0,120.0,Charlottenburg
1045.0,66.0,2.0,112.0,Wilmersdorf
1390.0,60.0,2.0,40.0,Tiergarten
1035.0,85.0,2.0,22.0,Reinickendorf
1350.0,74.38,3.0,90.0,Neukölln
1538.16,93.32,3.0,37.0,Wilmersdorf
854.0,75.2,3.0,25.0,Spandau
1170.0,73.82,3.0,1.0,Hohenschönhausen
1400.0,99.02,2.5,55.0,Wilmersdorf
808.13,56.12,2.0,2.0,Treptow
1210.0,61.07,2.0,120.0,Neukölln
1149.0,93.0,4.0,27.0,Weißensee
1478.0,96.34,3.5,28.0,Tempelhof
1188.0,55.26,2.0,102.0,Charlottenburg
2040.0,122.92,5.0,0.0,Pankow
1196.72,61.67,2.0,49.0,Tiergarten
778.31,78.49,2.0,44.0,Charlottenburg
966.35,88.0,4.0,43.0,Spandau
679.0,64.0,2.0,49.0,Spandau
2119.0,119.47,4.0,101.0,Tiergarten
807.51,50.41,2.0,0.0,Treptow
850.0,28.62,1.0,52.0,Kreuzberg
899.0,54.0,1.0,110.0,Kreuzberg
706.41,57.75,2.0,61.0,Spandau
759.24,68.4,3.0,31.0,Hellersdorf
643.85,33.76,1.5,0.0,Lichtenberg
1380.05,82.16,3.0,1.0,Köpenick
489.0,13.0,1.0,2.0,Köpenick
818.0,72.99,4.0,30.0,Hellersdorf
2693.0,137.26,4.5,8.0,Tiergarten
999.0,92.0,3.5,47.0,Spandau
1939.0,105.67,3.0,4.0,Zehlendorf
2620.0,135.76,4.0,6.0,Wilmersdorf
1130.0,67.85,2.0,3.0,Charlottenburg
1377.6,99.0,3.0,110.0,Lichtenberg
906.4,88.0,4.0,0.0,Lichtenberg
1371.0,100.34,5.0,26.0,Hohenschönhausen
837.98,62.56,2.0,47.0,Steglitz
342.28,29.0,1.0,102.0,Charlottenburg
1500.0,100.0,4.0,1.0,Neukölln
1098.0,68.07,2.0,102.0,Weißensee
1050.0,96.0,3.0,115.0,Treptow
782.68,84.3,3.0,42.0,Tempelhof
1200.0,57.0,2.0,110.0,Charlottenburg
1350.0,60.0,2.0,4.0,Mitte
994.0,63.57,2.0,50.0,Tempelhof
900.0,48.7,1.5,2.0,Friedrichshain
797.0,65.5,3.0,127.0,Spandau
2094.0,107.15,4.0,2.0,Tiergarten
1850.0,116.0,3.0,119.0,Wilmersdorf
757.35,70.28,3.0,31.0,Hellersdorf
2335.0,145.0,4.5,119.0,Steglitz
1775.0,130.0,4.0,126.0,Steglitz
899.0,88.0,3.0,48.0,Spandau
805.0,68.0,3.0,35.0,Hellersdorf
2290.0,135.0,4.0,55.0,Steglitz
749.33,80.09,2.0,37.0,Marzahn
769.0,56.0,2.0,2.0,Spandau
1037.0,84.43,2.5,120.0,Reinickendorf
2040.0,75.0,2.0,1.0,Mitte
699.53,65.0,2.0,93.0,Spandau
1730.0,150.0,3.0,2.0,Reinickendorf
1415.0,65.0,2.0,2.0,Wilmersdorf
1520.0,97.0,3.0,34.0,Charlottenburg
1765.0,86.96,2.0,5.0,Zehlendorf
1010.0,44.2,1.0,120.0,Tiergarten
679.0,56.0,2.0,60.0,Reinickendorf
768.81,57.8,2.0,90.0,Reinickendorf
956.0,78.0,3.0,140.0,Spandau
2340.0,112.0,3.0,1.0,Prenzlauer Berg
881.6,37.58,1.0,1.0,Friedrichshain
2125.0,129.0,4.0,120.0,Schöneberg
1039.2,79.1,2.0,107.0,Treptow
1454.74,54.97,2.0,2.0,Mitte
1839.0,124.97,5.0,24.0,Buchholz
1525.0,116.3,4.0,110.0,Spandau
795.0,68.99,2.0,33.0,Hellersdorf
719.0,60.0,2.0,23.0,Köpenick
1024.5,56.5,2.0,55.0,Steglitz
896.0,84.83,4.0,23.0,Hellersdorf
730.0,64.0,2.5,66.0,Spandau
1179.0,81.91,3.0,46.0,Reinickendorf
2099.0,124.0,3.0,160.0,Kreuzberg
1720.0,116.35,3.0,2.0,Köpenick
2140.0,114.0,3.0,102.0,Friedrichshain
1990.0,145.0,4.0,6.0,Reinickendorf
1350.0,51.0,2.0,120.0,Friedrichshain
2401.89,104.43,3.0,2.0,Charlottenburg
704.35,70.0,2.0,120.0,Kreuzberg
799.0,71.19,3.0,36.0,Hohenschönhausen
3850.0,220.0,6.0,115.0,Schöneberg
963.49,68.57,2.0,92.0,Neukölln
780.0,68.66,2.0,5.0,Tempelhof
2071.9,107.33,3.0,4.0,Charlottenburg
658.0,48.0,2.0,88.0,Weißensee
1092.8,62.76,3.0,11.0,Lichtenberg
2490.0,83.0,3.0,6.0,Mitte
1280.0,76.81,3.0,1.0,Treptow
760.0,28.81,1.0,60.0,Charlottenburg
732.45,56.14,2.0,24.0,Pankow
1850.0,114.13,3.0,7.0,Mitte
1133.0,67.21,2.0,114.0,Tiergarten
2229.0,142.0,3.0,114.0,Charlottenburg
475.2,54.0,2.0,1.0,Treptow
1276.21,65.47,2.0,1.0,Tiergarten
3400.0,98.0,3.0,3.0,Mitte
830.0,38.11,1.0,70.0,Tiergarten
860.91,53.39,2.0,60.0,Kreuzberg
1890.0,145.0,4.0,110.0,Wilmersdorf
590.14,54.88,2.0,37.0,Marzahn
3654.36,203.02,4.0,22.0,Mitte
1154.25,80.46,2.2,22.0,Steglitz
754.04,69.25,2.0,43.0,Neukölln
1022.58,67.62,2.0,3.0,Köpenick
3973.08,206.55,2.0,189.0,Mitte
938.43,71.91,3.0,46.0,Tempelhof
2250.0,118.37,4.0,0.0,Wilmersdorf
890.0,67.0,2.0,23.0,Hellersdorf
1629.0,106.0,3.0,5.0,Mitte
1819.0,94.71,3.0,2.0,Mitte
1150.0,55.67,2.0,13.0,Mitte
1024.38,104.0,3.0,101.0,Reinickendorf
1105.0,92.48,3.0,25.0,Spandau
752.76,73.3,2.0,55.0,Neukölln
1249.0,60.95,2.0,1.0,Neukölln
655.63,59.5,2.0,55.0,Spandau
1428.64,73.72,3.0,0.0,Lichtenberg
883.0,32.56,1.0,61.0,Mitte
650.0,59.16,2.0,116.0,Spandau
836.75,79.4,3.0,22.0,Weißensee
1270.0,77.0,2.0,6.0,Lichtenberg
945.5,44.33,2.0,51.0,Wedding
978.67,77.0,3.0,3.0,Treptow
1522.0,87.02,3.0,82.0,Charlottenburg
571.51,57.18,2.0,0.0,Hellersdorf
2490.0,146.86,5.0,116.0,Charlottenburg
606.98,43.56,1.5,82.0,Reinickendorf
658.45,50.01,2.0,82.0,Lichtenberg
1300.0,39.4,1.0,1.0,Charlottenburg
663.0,39.0,1.0,107.0,Prenzlauer Berg
564.97,54.85,2.0,120.0,Pankow
785.0,59.96,2.0,25.0,Hohenschönhausen
1334.0,108.0,2.0,112.0,Treptow
1951.0,120.0,3.0,16.0,Mitte
852.23,62.64,2.0,30.0,Steglitz
1790.0,88.25,3.0,1.0,Wilmersdorf
783.0,43.9,1.5,25.0,Reinickendorf
896.46,50.2,2.0,0.0,Lichtenberg
801.0,69.93,3.0,35.0,Hellersdorf
1188.54,55.42,2.0,4.0,Charlottenburg
1594.0,92.0,2.0,109.0,Charlottenburg
876.77,70.41,2.5,46.0,Spandau
545.44,60.8,2.0,35.0,Marzahn
2206.0,106.07,3.0,5.0,Charlottenburg
479.0,40.0,1.0,53.0,Reinickendorf
681.51,68.84,3.0,35.0,Hellersdorf
3294.2,142.0,3.0,5.0,Wilmersdorf
2540.0,180.0,3.0,120.0,Schöneberg
675.0,50.11,1.0,115.0,Weißensee
965.0,72.44,2.0,24.0,Spandau
1120.0,73.44,2.0,110.0,Neukölln
940.0,38.71,1.0,115.0,Friedrichshain
530.23,51.0,2.0,47.0,Neukölln
560.12,35.69,1.0,57.0,Neukölln
1480.0,96.33,3.0,102.0,Weißensee
1442.81,65.0,2.0,1.0,Schöneberg
2600.0,160.0,5.0,120.0,Prenzlauer Berg
1499.0,97.17,3.0,101.0,Tiergarten
1103.4,55.0,2.0,2.0,Neukölln
695.0,42.2,1.0,53.0,Wilmersdorf
873.0,70.0,2.0,110.0,Lichtenberg
634.5,34.2,1.0,120.0,Wedding
1261.0,74.5,3.0,112.0,Steglitz
579.05,68.01,3.0,35.0,Marzahn
687.0,57.5,1.0,5.0,Pankow
1978.0,105.77,4.0,3.0,Wilmersdorf
1050.0,53.22,2.0,115.0,Wedding
634.42,61.11,2.0,22.0,Pankow
1400.0,80.0,3.5,64.0,Schöneberg
922.0,79.0,3.0,24.0,Pankow
1960.0,48.0,2.0,48.0,Mitte
2630.0,180.29,4.0,130.0,Charlottenburg
1705.0,110.0,3.0,89.0,Köpenick
743.0,36.25,1.0,142.0,Mitte
1093.12,48.04,2.0,4.0,Prenzlauer Berg
1650.0,84.04,2.0,1.0,Charlottenburg
2004.64,114.26,3.5,114.0,Tiergarten
1495.0,87.59,3.0,90.0,Reinickendorf
629.94,52.26,2.0,42.0,Marzahn
3444.0,125.0,3.0,4.0,Mitte
699.0,51.5,2.0,56.0,Lichtenberg
980.0,80.0,3.0,22.0,Hohenschönhausen
4170.0,190.0,4.0,8.0,Wilmersdorf
415.0,31.18,1.0,49.0,Tempelhof
633.78,57.36,2.0,33.0,Hellersdorf
779.41,42.82,1.0,120.0,Friedrichshain
2115.0,87.0,2.0,1.0,Tiergarten
641.0,62.4,3.0,32.0,Hellersdorf
574.42,41.81,1.0,22.0,Köpenick
581.13,52.48,2.0,35.0,Neukölln
453.0,35.19,1.0,45.0,Charlottenburg
951.03,90.0,2.5,45.0,Reinickendorf
945.0,66.0,3.0,37.0,Charlottenburg
963.0,52.19,2.0,64.0,Steglitz
900.0,57.4,2.0,23.0,Friedrichshain
870.77,62.13,2.0,39.0,Steglitz
1600.0,75.0,2.5,115.0,Schöneberg
708.9,83.0,3.0,55.0,Neukölln
856.26,66.8,2.5,59.0,Spandau
773.6,27.0,2.0,1.0,Tiergarten
1477.3,81.27,3.0,3.0,Tiergarten
719.0,60.0,2.0,23.0,Köpenick
1637.0,103.02,4.0,6.0,Köpenick
1488.79,64.73,2.0,3.0,Mitte
3274.44,66.82,2.0,5.0,Zehlendorf
1400.0,77.81,3.0,66.0,Schöneberg
668.48,57.39,2.0,33.0,Hellersdorf
1354.5,109.5,4.0,90.0,Tempelhof
599.0,47.0,1.0,120.0,Neukölln
1360.0,61.79,2.5,3.0,Mitte
1550.0,100.0,3.0,5.0,Köpenick
1493.0,66.55,2.0,122.0,Kreuzberg
499.0,29.4,1.0,120.0,Schöneberg
1190.0,79.0,3.0,85.0,Spandau
1552.0,96.5,3.0,42.0,Wilmersdorf
875.0,73.0,3.0,110.0,Treptow
4300.0,234.0,4.0,120.0,Schöneberg
1529.0,71.0,2.5,2.0,Wilmersdorf
344.93,32.55,1.0,36.0,Marzahn
1165.4,95.53,3.0,92.0,Steglitz
3380.0,120.0,3.0,2.0,Tiergarten
2254.0,94.0,3.0,4.0,Mitte
929.0,72.0,2.0,28.0,Reinickendorf
587.0,43.8,1.0,110.0,Prenzlauer Berg
1890.0,143.0,4.0,4.0,Weißensee
2925.0,103.0,3.0,1.0,Friedrichshain
1029.0,73.75,3.0,2.0,Spandau
1400.0,62.2,2.0,120.0,Neukölln
777.9,52.7,2.0,90.0,Zehlendorf
1350.0,110.94,3.0,115.0,Köpenick
425.0,36.0,1.0,102.0,Spandau
762.0,27.7,1.0,3.0,Wedding
559.87,55.05,2.0,66.0,Köpenick
738.68,57.97,2.0,89.0,Spandau
1078.0,93.0,3.0,110.0,Lichtenberg
1538.57,86.05,2.0,28.0,Charlottenburg
999.0,42.0,1.0,120.0,Friedrichshain
728.3,68.84,3.0,31.0,Hellersdorf
1130.0,80.94,3.0,1.0,Marzahn
760.0,61.0,2.0,23.0,Buchholz
624.6,69.4,3.0,1.0,Marzahn
3315.0,132.0,4.0,1.0,Tiergarten
1289.05,61.65,2.0,2.0,Neukölln
1049.0,77.0,3.0,2.0,Spandau
1800.0,76.0,3.0,36.0,Mitte
551.0,35.69,1.0,35.0,Hellersdorf
695.0,35.21,1.0,64.0,Charlottenburg
2850.0,135.6,3.0,5.0,Tiergarten
1617.0,88.4,3.0,65.0,Charlottenburg
1612.4,118.95,3.0,2.0,Pankow
813.4,48.99,2.0,0.0,Lichtenberg
726.46,68.64,3.0,45.0,Lichtenberg
950.0,56.32,2.5,95.0,Reinickendorf
1920.0,125.0,4.0,110.0,Tiergarten
1430.0,91.0,3.0,23.0,Reinickendorf
1424.47,66.4,2.0,0.0,Treptow
629.0,42.0,1.0,54.0,Tiergarten
2078.0,169.0,4.0,115.0,Schöneberg
2410.8,117.6,3.0,106.0,Mitte
700.0,25.63,1.0,34.0,Friedrichshain
849.0,74.05,3.0,90.0,Spandau
1167.6,52.97,2.0,4.0,Friedrichshain
2374.05,139.65,3.0,120.0,Charlottenburg
660.0,23.98,1.0,2.0,Schöneberg
1600.0,110.0,3.0,101.0,Charlottenburg
1500.0,71.47,2.0,34.0,Wilmersdorf
1481.61,75.98,2.0,2.0,Mitte
509.98,53.17,2.0,24.0,Charlottenburg
739.57,62.55,2.0,59.0,Spandau
398.2,32.66,1.0,32.0,Hellersdorf
1100.0,46.0,2.0,59.0,Schöneberg
2200.0,110.0,4.0,5.0,Mitte
702.0,54.5,3.0,35.0,Hellersdorf
776.1,46.82,2.0,1.0,Köpenick
1005.0,77.88,2.0,120.0,Wedding
1539.0,83.0,2.5,2.0,Tiergarten
1320.73,68.17,2.0,0.0,Lichtenberg
1093.15,66.76,2.0,4.0,Mitte
1350.0,82.0,3.5,120.0,Friedrichshain
1495.0,71.0,2.0,120.0,Weißensee
2910.0,169.78,4.5,2.0,Charlottenburg
810.0,55.0,2.5,82.0,Zehlendorf
970.0,60.0,2.0,120.0,Treptow
2840.25,157.0,2.5,19.0,Mitte
1225.0,63.0,2.0,2.0,Tiergarten
673.0,34.98,1.0,4.0,Weißensee
1996.0,114.0,4.0,5.0,Zehlendorf
1375.0,117.58,4.0,23.0,Weißensee
732.38,76.04,3.0,50.0,Wedding
1540.0,84.49,3.0,9.0,Kreuzberg
1876.05,73.79,2.0,13.0,Mitte
995.0,63.0,2.0,32.0,Neukölln
1041.0,85.8,2.0,25.0,Pankow
562.34,34.58,1.0,88.0,Weißensee
1589.77,67.27,2.0,3.0,Tiergarten
15500.0,364.0,4.0,12.0,Wilmersdorf
1465.0,90.04,3.0,90.0,Lichtenberg
1100.0,80.0,3.0,85.0,Pankow
613.8,55.13,2.0,38.0,Lichtenberg
1536.3,76.36,3.0,1.0,Kreuzberg
1790.08,127.0,3.0,6.0,Charlottenburg
1650.0,69.0,2.0,21.0,Wilmersdorf
354.25,32.5,1.0,32.0,Hellersdorf
1231.0,90.35,3.0,31.0,Reinickendorf
1961.0,76.0,3.0,3.0,Kreuzberg
990.0,35.0,1.0,120.0,Wilmersdorf
2650.0,196.74,6.0,30.0,Zehlendorf
1995.0,117.64,4.0,41.0,Steglitz
1083.0,114.0,2.5,110.0,Spandau
3790.0,247.0,8.0,111.0,Schöneberg
645.0,39.0,1.0,101.0,Reinickendorf
1535.0,55.0,2.0,5.0,Mitte
2264.65,126.17,4.0,1.0,Pankow
1500.0,119.35,4.0,28.0,Reinickendorf
1100.0,40.0,1.0,109.0,Kreuzberg
1832.0,98.15,4.0,0.0,Wilmersdorf
1750.0,122.0,3.0,82.0,Lichtenberg
498.63,38.33,1.0,105.0,Wedding
1465.62,75.16,3.0,24.0,Mitte
459.36,51.04,2.0,1.0,Marzahn
1235.6,62.0,2.0,2.0,Neukölln
499.0,32.0,1.0,107.0,Reinickendorf
999.0,49.94,1.5,120.0,Mitte
855.0,52.0,2.0,110.0,Neukölln
1495.0,89.0,3.0,51.0,Steglitz
1405.0,73.0,2.0,105.0,Wilmersdorf
900.0,31.38,1.0,111.0,Wedding
589.0,20.3,1.0,3.0,Weißensee
810.0,70.68,3.0,36.0,Hohenschönhausen
755.0,30.67,1.0,59.0,Tiergarten
418.12,32.16,1.0,61.0,Spandau
1056.0,88.2,3.0,48.0,Tempelhof
1273.0,62.0,2.0,23.0,Friedrichshain
740.0,43.03,1.5,25.0,Reinickendorf
810.14,71.0,3.0,28.0,Pankow
2500.0,193.85,3.5,110.0,Charlottenburg
1207.3,62.88,2.0,120.0,Friedrichshain
1530.0,90.0,2.0,119.0,Wilmersdorf
780.0,28.25,1.0,2.0,Wedding
1560.0,87.97,2.0,110.0,Pankow
2571.08,132.53,4.0,1.0,Schöneberg
778.92,65.86,2.0,25.0,Köpenick
900.0,42.0,2.0,115.0,Wedding
464.0,48.61,2.0,64.0,Lichtenberg
674.8,71.0,2.0,103.0,Tiergarten
2818.86,168.24,5.0,7.0,Charlottenburg
579.0,50.0,2.0,23.0,Spandau
440.0,35.54,1.0,112.0,Köpenick
1363.0,68.0,3.0,2.0,Neukölln
892.0,71.43,3.0,36.0,Hohenschönhausen
649.37,39.19,1.5,101.0,Weißensee
758.66,64.28,2.0,35.0,Neukölln
1344.0,86.2,3.0,102.0,Charlottenburg
1310.66,74.53,2.0,12.0,Zehlendorf
936.23,75.91,2.0,46.0,Tempelhof
608.0,64.34,2.0,50.0,Reinickendorf
2320.0,95.0,2.0,15.0,Mitte
850.0,53.81,2.0,1.0,Spandau
3994.11,169.82,4.0,5.0,Mitte
749.0,62.81,2.0,110.0,Lichtenberg
692.58,85.14,3.0,112.0,Spandau
1170.0,74.68,2.0,1.0,Buchholz
5499.3,218.0,5.0,3.0,Mitte
2280.0,100.0,3.0,120.0,Charlottenburg
1315.0,83.0,3.0,3.0,Treptow
935.1,80.9,2.0,110.0,Steglitz
1351.0,83.14,3.0,6.0,Köpenick
